,id,num_nodes,edge_list,lifetime,arrival_time,nodes_data,edges_data
542,542,8,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7)]",795.4295336998583,1847,"{'cpu': [28, 17, 22, 28, 29, 15, 2, 18], 'ram': [14, 19, 24, 24, 10, 12, 6, 10], 'rom': [21, 15, 22, 22, 24, 18, 26, 26]}","{'bw': [23, 12, 24, 26, 12, 22, 17]}"
543,543,7,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6)]",595.9980820377727,1840,"{'cpu': [23, 24, 6, 8, 9, 13, 17], 'ram': [26, 17, 4, 29, 25, 19, 4], 'rom': [21, 18, 26, 20, 9, 26, 25]}","{'bw': [10, 25, 3, 10, 27, 14]}"
544,544,5,"[(0, 1), (1, 2), (2, 3), (3, 4)]",79.20876406913654,1855,"{'cpu': [26, 15, 6, 26, 3], 'ram': [23, 26, 6, 14, 28], 'rom': [24, 12, 14, 20, 11]}","{'bw': [13, 27, 24, 13]}"
545,545,8,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7)]",228.1169747120842,1853,"{'cpu': [25, 10, 4, 22, 21, 8, 25, 5], 'ram': [18, 5, 29, 15, 11, 28, 5, 24], 'rom': [18, 12, 6, 18, 7, 19, 18, 16]}","{'bw': [8, 26, 18, 7, 28, 24, 26]}"
546,546,9,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8)]",1362.9125587759575,1841,"{'cpu': [5, 16, 6, 28, 4, 12, 15, 10, 22], 'ram': [7, 21, 3, 4, 11, 3, 27, 15, 27], 'rom': [23, 17, 15, 19, 9, 11, 20, 18, 6]}","{'bw': [14, 3, 24, 5, 24, 16, 19, 20]}"
547,547,12,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10), (10, 11)]",236.38625972736702,1852,"{'cpu': [15, 23, 26, 21, 25, 13, 16, 2, 27, 16, 14, 21], 'ram': [9, 18, 25, 20, 24, 10, 10, 12, 14, 23, 23, 22], 'rom': [21, 13, 9, 25, 21, 23, 29, 13, 15, 10, 7, 7]}","{'bw': [12, 14, 19, 28, 14, 2, 9, 10, 21, 12, 16]}"
548,548,12,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10), (10, 11)]",311.58678979083965,1845,"{'cpu': [4, 24, 2, 6, 27, 20, 23, 8, 23, 26, 28, 23], 'ram': [27, 4, 22, 19, 21, 27, 3, 25, 10, 7, 20, 5], 'rom': [10, 16, 4, 6, 23, 2, 3, 10, 23, 5, 7, 29]}","{'bw': [9, 17, 4, 6, 14, 20, 7, 26, 6, 24, 15]}"
549,549,10,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9)]",759.4290029016832,1850,"{'cpu': [22, 16, 26, 16, 28, 25, 21, 13, 5, 12], 'ram': [14, 10, 23, 22, 4, 19, 12, 28, 6, 23], 'rom': [10, 19, 4, 20, 3, 10, 23, 4, 29, 19]}","{'bw': [2, 16, 13, 5, 18, 27, 26, 26, 26]}"
550,550,8,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7)]",362.1000075665452,1842,"{'cpu': [8, 9, 2, 18, 24, 8, 22, 8], 'ram': [15, 6, 15, 17, 18, 16, 29, 23], 'rom': [16, 22, 29, 12, 18, 28, 26, 10]}","{'bw': [8, 21, 19, 17, 15, 21, 15]}"
551,551,12,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10), (10, 11)]",709.5069068206161,1855,"{'cpu': [5, 12, 7, 17, 18, 21, 8, 11, 24, 8, 16, 18], 'ram': [3, 15, 26, 24, 25, 3, 12, 19, 2, 18, 16, 29], 'rom': [10, 26, 18, 28, 14, 6, 21, 11, 4, 11, 5, 7]}","{'bw': [6, 13, 3, 2, 24, 13, 23, 21, 4, 8, 2]}"
552,552,13,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10), (10, 11), (11, 12)]",969.5490360192491,1848,"{'cpu': [7, 12, 23, 16, 29, 20, 17, 6, 8, 12, 12, 2, 23], 'ram': [17, 2, 23, 5, 5, 13, 14, 13, 29, 28, 28, 10, 2], 'rom': [10, 13, 14, 4, 21, 10, 22, 20, 19, 5, 21, 21, 26]}","{'bw': [9, 17, 24, 14, 18, 22, 17, 25, 25, 8, 20, 3]}"
553,553,6,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5)]",191.14914573163196,1836,"{'cpu': [3, 10, 23, 10, 24, 12], 'ram': [22, 8, 12, 27, 19, 15], 'rom': [29, 29, 25, 6, 26, 16]}","{'bw': [22, 9, 11, 7, 19]}"
554,554,2,"[(0, 1)]",383.4644653163163,1855,"{'cpu': [28, 19], 'ram': [28, 7], 'rom': [16, 10]}",{'bw': [27]}
555,555,8,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7)]",977.4188826079608,1856,"{'cpu': [14, 29, 20, 25, 5, 4, 25, 28], 'ram': [15, 3, 27, 22, 11, 20, 4, 22], 'rom': [17, 7, 11, 14, 29, 3, 7, 14]}","{'bw': [10, 17, 3, 19, 20, 3, 19]}"
556,556,11,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10)]",1592.2927617941143,1852,"{'cpu': [9, 5, 5, 18, 28, 14, 3, 16, 12, 23, 29], 'ram': [29, 23, 28, 14, 23, 8, 18, 4, 11, 29, 2], 'rom': [27, 14, 25, 10, 22, 4, 17, 18, 10, 9, 14]}","{'bw': [5, 20, 13, 18, 13, 6, 11, 24, 5, 22]}"
557,557,9,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8)]",149.7429576273822,1842,"{'cpu': [18, 19, 12, 29, 8, 2, 18, 27, 5], 'ram': [29, 22, 17, 17, 25, 7, 8, 5, 13], 'rom': [3, 12, 3, 10, 22, 13, 12, 9, 6]}","{'bw': [6, 29, 27, 4, 27, 2, 4, 20]}"
558,558,13,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10), (10, 11), (11, 12)]",230.30590574142894,1848,"{'cpu': [28, 10, 7, 19, 18, 11, 14, 29, 9, 17, 15, 20, 28], 'ram': [17, 19, 23, 18, 28, 6, 17, 16, 2, 3, 29, 28, 3], 'rom': [4, 17, 21, 16, 4, 7, 14, 10, 6, 12, 17, 27, 18]}","{'bw': [5, 10, 10, 12, 18, 16, 2, 4, 13, 15, 23, 3]}"
559,559,2,"[(0, 1)]",149.1848464062804,1845,"{'cpu': [7, 29], 'ram': [20, 22], 'rom': [11, 9]}",{'bw': [20]}
560,560,4,"[(0, 1), (1, 2), (2, 3)]",166.19199251934307,1847,"{'cpu': [23, 21, 8, 28], 'ram': [9, 19, 15, 14], 'rom': [26, 14, 23, 7]}","{'bw': [11, 13, 14]}"
561,561,6,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5)]",731.7925431540691,1857,"{'cpu': [23, 21, 8, 2, 19, 26], 'ram': [26, 3, 21, 8, 2, 3], 'rom': [20, 23, 14, 28, 15, 4]}","{'bw': [13, 10, 16, 19, 10]}"
562,562,13,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10), (10, 11), (11, 12)]",186.02403005395175,1849,"{'cpu': [28, 23, 19, 22, 12, 13, 24, 8, 13, 19, 3, 5, 6], 'ram': [19, 5, 22, 7, 2, 27, 27, 26, 6, 26, 20, 10, 29], 'rom': [10, 29, 28, 3, 18, 15, 16, 27, 11, 21, 6, 26, 25]}","{'bw': [23, 10, 22, 12, 26, 17, 20, 3, 22, 12, 5, 13]}"
563,563,12,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10), (10, 11)]",721.5968379075666,1850,"{'cpu': [2, 3, 6, 6, 13, 8, 26, 19, 9, 22, 28, 18], 'ram': [12, 15, 14, 15, 3, 19, 16, 24, 10, 24, 24, 15], 'rom': [4, 20, 24, 4, 4, 2, 3, 15, 24, 20, 19, 2]}","{'bw': [22, 13, 23, 29, 16, 18, 19, 5, 7, 18, 23]}"
564,564,6,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5)]",25.19019752537392,1839,"{'cpu': [23, 20, 2, 18, 4, 17], 'ram': [17, 22, 9, 7, 10, 18], 'rom': [19, 13, 25, 4, 17, 10]}","{'bw': [12, 6, 26, 12, 6]}"
565,565,13,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10), (10, 11), (11, 12)]",95.58680495642965,1847,"{'cpu': [10, 23, 26, 18, 12, 15, 19, 29, 22, 7, 29, 22, 13], 'ram': [12, 24, 15, 17, 20, 26, 2, 8, 5, 13, 25, 3, 14], 'rom': [4, 9, 11, 19, 3, 26, 13, 17, 8, 5, 23, 13, 25]}","{'bw': [2, 14, 22, 27, 12, 24, 19, 13, 19, 2, 26, 11]}"
566,566,4,"[(0, 1), (1, 2), (2, 3)]",1786.3690369251938,1853,"{'cpu': [8, 8, 3, 22], 'ram': [16, 2, 10, 8], 'rom': [15, 6, 28, 16]}","{'bw': [3, 25, 11]}"
567,567,8,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7)]",233.6662523104185,1850,"{'cpu': [29, 25, 23, 26, 16, 22, 5, 16], 'ram': [8, 13, 5, 2, 6, 13, 13, 3], 'rom': [25, 24, 20, 11, 8, 2, 17, 4]}","{'bw': [29, 11, 15, 2, 12, 10, 22]}"
568,568,7,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6)]",1107.2557345102878,1841,"{'cpu': [13, 12, 16, 25, 8, 28, 15], 'ram': [26, 4, 18, 15, 6, 9, 7], 'rom': [11, 20, 3, 14, 17, 23, 3]}","{'bw': [3, 19, 6, 23, 22, 7]}"
569,569,5,"[(0, 1), (1, 2), (2, 3), (3, 4)]",19.569485538647736,1837,"{'cpu': [10, 6, 25, 27, 2], 'ram': [6, 3, 18, 12, 5], 'rom': [8, 19, 20, 23, 3]}","{'bw': [23, 17, 10, 23]}"
570,570,9,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8)]",278.94716300376416,1953,"{'cpu': [20, 6, 10, 21, 18, 5, 14, 7, 2], 'ram': [26, 24, 11, 26, 3, 21, 14, 19, 17], 'rom': [19, 13, 22, 20, 9, 20, 20, 5, 17]}","{'bw': [11, 7, 2, 13, 5, 27, 27, 20]}"
571,571,13,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10), (10, 11), (11, 12)]",227.81944549380975,1942,"{'cpu': [4, 17, 26, 24, 24, 5, 29, 26, 10, 22, 6, 27, 10], 'ram': [15, 26, 7, 25, 13, 8, 5, 21, 17, 23, 29, 4, 12], 'rom': [25, 2, 26, 19, 16, 12, 29, 21, 8, 19, 2, 22, 29]}","{'bw': [18, 6, 20, 9, 13, 22, 21, 22, 15, 15, 6, 7]}"
572,572,9,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8)]",25.712779916698228,1956,"{'cpu': [8, 24, 7, 5, 15, 6, 4, 21, 20], 'ram': [10, 20, 20, 15, 8, 10, 15, 7, 24], 'rom': [12, 27, 16, 18, 7, 10, 18, 11, 11]}","{'bw': [25, 5, 14, 24, 12, 23, 18, 4]}"
573,573,5,"[(0, 1), (1, 2), (2, 3), (3, 4)]",138.74384432815245,1954,"{'cpu': [3, 13, 10, 24, 3], 'ram': [29, 17, 3, 24, 23], 'rom': [26, 18, 15, 16, 3]}","{'bw': [29, 25, 14, 25]}"
574,574,12,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10), (10, 11)]",134.33977553193878,1950,"{'cpu': [11, 13, 15, 10, 5, 28, 4, 2, 22, 9, 14, 7], 'ram': [12, 10, 9, 13, 6, 25, 18, 8, 9, 3, 13, 18], 'rom': [23, 17, 12, 14, 11, 20, 17, 23, 3, 7, 17, 29]}","{'bw': [16, 23, 23, 18, 6, 2, 3, 7, 9, 29, 4]}"
575,575,10,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9)]",85.78826484388021,1949,"{'cpu': [27, 4, 6, 27, 9, 13, 27, 10, 28, 17], 'ram': [11, 21, 19, 2, 28, 3, 23, 7, 9, 18], 'rom': [17, 14, 6, 15, 17, 10, 2, 14, 15, 11]}","{'bw': [4, 20, 23, 27, 5, 29, 8, 9, 11]}"
576,576,10,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9)]",412.25915042065935,1957,"{'cpu': [14, 27, 25, 23, 16, 26, 28, 25, 2, 21], 'ram': [14, 19, 5, 21, 29, 25, 8, 29, 2, 5], 'rom': [4, 19, 10, 15, 15, 5, 26, 2, 6, 27]}","{'bw': [6, 23, 20, 22, 17, 20, 21, 12, 15]}"
577,577,8,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7)]",487.0657851644022,1950,"{'cpu': [15, 27, 5, 10, 2, 19, 24, 10], 'ram': [18, 8, 20, 13, 8, 3, 18, 22], 'rom': [17, 6, 3, 20, 13, 18, 5, 2]}","{'bw': [26, 2, 18, 20, 25, 25, 17]}"
578,578,14,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10), (10, 11), (11, 12), (12, 13)]",509.99012390569067,1946,"{'cpu': [22, 10, 2, 2, 17, 28, 7, 20, 2, 7, 2, 28, 5, 28], 'ram': [15, 13, 4, 14, 19, 25, 7, 24, 22, 10, 29, 15, 9, 18], 'rom': [26, 16, 22, 15, 7, 15, 27, 15, 2, 12, 22, 16, 25, 8]}","{'bw': [6, 24, 9, 16, 5, 23, 16, 6, 28, 2, 18, 24, 3]}"
579,579,5,"[(0, 1), (1, 2), (2, 3), (3, 4)]",348.20014085584893,1953,"{'cpu': [16, 13, 8, 9, 10], 'ram': [14, 9, 22, 4, 3], 'rom': [26, 4, 12, 24, 16]}","{'bw': [5, 20, 17, 18]}"
580,580,13,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10), (10, 11), (11, 12)]",1026.7310706799537,1958,"{'cpu': [23, 27, 10, 16, 18, 19, 18, 29, 6, 5, 18, 3, 2], 'ram': [28, 20, 4, 15, 18, 14, 27, 11, 23, 6, 8, 23, 7], 'rom': [22, 20, 17, 29, 13, 13, 5, 21, 19, 12, 23, 29, 18]}","{'bw': [25, 10, 22, 18, 18, 21, 13, 5, 6, 6, 12, 26]}"
581,581,12,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10), (10, 11)]",121.48468625008479,1943,"{'cpu': [4, 29, 24, 13, 23, 11, 19, 14, 12, 2, 6, 13], 'ram': [24, 6, 3, 19, 2, 6, 16, 13, 3, 22, 23, 29], 'rom': [12, 13, 19, 25, 4, 11, 16, 3, 22, 5, 12, 27]}","{'bw': [11, 25, 13, 9, 22, 26, 18, 26, 13, 11, 2]}"
582,582,10,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9)]",1215.2847738557678,1950,"{'cpu': [27, 7, 5, 15, 22, 23, 2, 23, 29, 13], 'ram': [21, 20, 16, 5, 26, 3, 25, 4, 28, 14], 'rom': [2, 18, 15, 18, 12, 3, 22, 18, 3, 11]}","{'bw': [11, 5, 21, 18, 23, 20, 17, 22, 6]}"
583,583,2,"[(0, 1)]",504.28707765445824,1952,"{'cpu': [6, 12], 'ram': [8, 20], 'rom': [24, 4]}",{'bw': [26]}
584,584,14,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10), (10, 11), (11, 12), (12, 13)]",32.07259707189707,1963,"{'cpu': [27, 15, 3, 16, 4, 22, 18, 19, 22, 22, 8, 9, 29, 24], 'ram': [7, 2, 16, 6, 2, 12, 16, 23, 17, 21, 9, 3, 12, 25], 'rom': [4, 22, 27, 18, 3, 5, 21, 21, 29, 10, 15, 5, 20, 29]}","{'bw': [10, 23, 9, 24, 21, 5, 8, 7, 4, 5, 20, 23, 2]}"
585,585,13,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10), (10, 11), (11, 12)]",1028.250413818729,1943,"{'cpu': [27, 8, 14, 2, 25, 21, 28, 9, 3, 27, 7, 20, 23], 'ram': [22, 6, 22, 29, 22, 14, 24, 21, 7, 15, 18, 2, 19], 'rom': [6, 12, 3, 19, 12, 24, 17, 19, 10, 16, 27, 27, 13]}","{'bw': [24, 9, 25, 3, 23, 2, 7, 7, 8, 21, 26, 19]}"
586,586,14,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10), (10, 11), (11, 12), (12, 13)]",255.24070118586428,1958,"{'cpu': [21, 15, 28, 2, 22, 19, 27, 6, 23, 17, 24, 8, 8, 11], 'ram': [5, 26, 20, 14, 24, 18, 4, 26, 28, 4, 16, 24, 13, 5], 'rom': [2, 16, 3, 23, 25, 24, 23, 22, 29, 15, 21, 4, 2, 8]}","{'bw': [18, 10, 29, 5, 13, 22, 6, 6, 3, 11, 18, 2, 26]}"
587,587,5,"[(0, 1), (1, 2), (2, 3), (3, 4)]",527.2501416716927,1940,"{'cpu': [22, 8, 23, 27, 17], 'ram': [25, 18, 4, 4, 7], 'rom': [22, 15, 25, 18, 7]}","{'bw': [2, 28, 7, 26]}"
588,588,13,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10), (10, 11), (11, 12)]",87.49371897816565,1956,"{'cpu': [2, 5, 13, 3, 8, 21, 28, 4, 11, 6, 24, 11, 19], 'ram': [2, 4, 17, 6, 17, 29, 24, 8, 16, 5, 17, 27, 12], 'rom': [16, 14, 10, 29, 15, 29, 28, 3, 9, 9, 7, 26, 26]}","{'bw': [3, 2, 7, 9, 12, 13, 24, 29, 26, 22, 6, 5]}"
589,589,7,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6)]",416.6398074597214,1940,"{'cpu': [17, 24, 13, 4, 19, 8, 20], 'ram': [9, 2, 2, 11, 14, 3, 7], 'rom': [14, 16, 4, 19, 8, 6, 20]}","{'bw': [8, 3, 14, 17, 11, 16]}"
590,590,5,"[(0, 1), (1, 2), (2, 3), (3, 4)]",259.4725739478391,1949,"{'cpu': [2, 16, 5, 25, 10], 'ram': [10, 18, 15, 8, 18], 'rom': [9, 20, 27, 28, 5]}","{'bw': [29, 4, 8, 27]}"
591,591,12,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10), (10, 11)]",821.4862378974815,1938,"{'cpu': [9, 16, 14, 10, 7, 28, 27, 20, 21, 24, 19, 24], 'ram': [29, 18, 4, 6, 11, 3, 22, 7, 9, 11, 16, 23], 'rom': [8, 25, 12, 2, 11, 21, 20, 25, 27, 25, 23, 9]}","{'bw': [3, 9, 17, 27, 6, 15, 5, 2, 29, 25, 2]}"
592,592,5,"[(0, 1), (1, 2), (2, 3), (3, 4)]",183.3793081736637,1939,"{'cpu': [21, 12, 20, 16, 18], 'ram': [8, 17, 10, 19, 21], 'rom': [19, 11, 9, 7, 5]}","{'bw': [27, 16, 21, 4]}"
593,593,13,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10), (10, 11), (11, 12)]",254.45889689797508,1946,"{'cpu': [8, 8, 25, 15, 16, 5, 6, 2, 22, 11, 14, 3, 10], 'ram': [13, 25, 14, 25, 27, 6, 23, 28, 13, 19, 17, 22, 15], 'rom': [14, 24, 8, 28, 11, 5, 28, 18, 9, 4, 26, 4, 21]}","{'bw': [12, 3, 10, 15, 13, 14, 2, 18, 14, 2, 25, 28]}"
594,594,6,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5)]",2.086853312335848,1933,"{'cpu': [16, 4, 22, 21, 19, 19], 'ram': [20, 7, 17, 8, 16, 17], 'rom': [4, 12, 17, 25, 8, 20]}","{'bw': [4, 28, 6, 2, 26]}"
595,595,7,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6)]",16.44560410894268,1959,"{'cpu': [28, 21, 9, 11, 16, 29, 13], 'ram': [22, 15, 8, 10, 16, 26, 7], 'rom': [17, 17, 29, 29, 16, 11, 18]}","{'bw': [7, 15, 22, 27, 3, 10]}"
596,596,11,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10)]",952.6999097249166,1950,"{'cpu': [10, 25, 25, 20, 4, 6, 25, 20, 26, 4, 19], 'ram': [8, 10, 4, 9, 5, 3, 27, 15, 6, 17, 6], 'rom': [29, 8, 14, 5, 5, 10, 6, 8, 21, 24, 6]}","{'bw': [7, 26, 28, 5, 8, 26, 15, 5, 2, 12]}"
597,597,9,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8)]",393.8703660390744,1975,"{'cpu': [16, 2, 19, 20, 28, 4, 29, 8, 20], 'ram': [3, 24, 8, 6, 24, 12, 12, 4, 13], 'rom': [8, 29, 13, 8, 23, 27, 8, 29, 3]}","{'bw': [3, 19, 4, 18, 18, 13, 7, 3]}"
598,598,9,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8)]",181.903331924776,1934,"{'cpu': [6, 20, 22, 16, 13, 15, 3, 25, 25], 'ram': [20, 5, 20, 4, 24, 2, 21, 10, 9], 'rom': [8, 25, 2, 16, 8, 14, 9, 3, 14]}","{'bw': [9, 24, 5, 9, 24, 25, 9, 17]}"
599,599,10,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9)]",939.0677167223937,1938,"{'cpu': [12, 16, 29, 4, 13, 22, 10, 18, 12, 24], 'ram': [24, 9, 17, 26, 25, 26, 15, 2, 28, 5], 'rom': [26, 6, 4, 26, 5, 26, 21, 13, 16, 19]}","{'bw': [9, 14, 7, 5, 8, 6, 25, 17, 10]}"
600,600,3,"[(0, 1), (1, 2)]",14.127635118677007,2057,"{'cpu': [9, 14, 28], 'ram': [22, 27, 15], 'rom': [15, 14, 16]}","{'bw': [4, 28]}"
601,601,13,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10), (10, 11), (11, 12)]",361.55276792955226,2035,"{'cpu': [15, 3, 29, 28, 17, 29, 11, 28, 4, 18, 10, 15, 12], 'ram': [2, 5, 22, 28, 23, 6, 15, 8, 24, 16, 24, 8, 7], 'rom': [28, 6, 9, 22, 4, 9, 26, 19, 26, 4, 29, 20, 7]}","{'bw': [25, 16, 28, 20, 26, 10, 21, 8, 24, 19, 9, 27]}"
602,602,12,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10), (10, 11)]",56.42296049463514,2057,"{'cpu': [4, 4, 27, 9, 12, 28, 3, 2, 26, 29, 7, 3], 'ram': [9, 24, 10, 28, 8, 4, 9, 26, 6, 10, 10, 17], 'rom': [20, 13, 5, 22, 19, 7, 26, 14, 25, 21, 26, 19]}","{'bw': [3, 29, 22, 19, 14, 23, 6, 21, 7, 24, 8]}"
603,603,8,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7)]",187.42543658841197,2050,"{'cpu': [4, 16, 19, 20, 27, 18, 20, 8], 'ram': [11, 22, 9, 24, 8, 5, 22, 5], 'rom': [22, 12, 12, 2, 25, 13, 28, 6]}","{'bw': [8, 19, 14, 8, 29, 6, 16]}"
604,604,3,"[(0, 1), (1, 2)]",245.96878401767367,2054,"{'cpu': [3, 20, 17], 'ram': [5, 23, 5], 'rom': [16, 15, 9]}","{'bw': [27, 19]}"
605,605,8,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7)]",175.38737902075093,2050,"{'cpu': [11, 2, 19, 2, 26, 12, 2, 20], 'ram': [24, 4, 18, 3, 29, 14, 4, 11], 'rom': [5, 6, 12, 7, 11, 5, 5, 7]}","{'bw': [23, 8, 18, 11, 15, 26, 2]}"
606,606,11,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10)]",626.2341465810752,2069,"{'cpu': [6, 2, 26, 19, 15, 19, 11, 9, 3, 11, 12], 'ram': [14, 13, 25, 23, 8, 28, 9, 21, 6, 20, 15], 'rom': [17, 16, 16, 15, 21, 5, 21, 29, 21, 2, 6]}","{'bw': [17, 19, 17, 5, 20, 5, 8, 23, 3, 4]}"
607,607,8,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7)]",264.00888584412394,2037,"{'cpu': [22, 18, 4, 11, 16, 3, 2, 2], 'ram': [5, 15, 27, 9, 6, 11, 24, 18], 'rom': [7, 16, 9, 8, 5, 11, 3, 20]}","{'bw': [26, 9, 2, 11, 18, 12, 19]}"
608,608,11,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10)]",632.9376612469588,2054,"{'cpu': [10, 26, 16, 18, 18, 11, 24, 4, 9, 29, 22], 'ram': [25, 11, 16, 6, 16, 13, 29, 26, 5, 20, 4], 'rom': [2, 26, 18, 13, 22, 23, 7, 18, 18, 19, 20]}","{'bw': [22, 3, 21, 5, 17, 26, 2, 19, 23, 22]}"
609,609,7,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6)]",644.255601469773,2038,"{'cpu': [4, 5, 28, 26, 20, 26, 12], 'ram': [25, 2, 29, 20, 14, 5, 6], 'rom': [8, 7, 8, 16, 4, 26, 25]}","{'bw': [27, 21, 21, 6, 20, 24]}"
610,610,6,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5)]",114.61088350123092,2032,"{'cpu': [13, 17, 27, 12, 29, 23], 'ram': [6, 16, 4, 6, 5, 4], 'rom': [17, 11, 14, 29, 25, 8]}","{'bw': [20, 26, 4, 14, 12]}"
611,611,13,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10), (10, 11), (11, 12)]",1433.6150534344947,2048,"{'cpu': [15, 16, 21, 16, 27, 8, 13, 21, 25, 27, 27, 7, 28], 'ram': [10, 22, 21, 29, 16, 10, 16, 7, 14, 20, 21, 7, 16], 'rom': [28, 16, 28, 21, 11, 7, 23, 26, 23, 19, 24, 11, 2]}","{'bw': [21, 23, 24, 26, 14, 3, 8, 6, 15, 11, 6, 23]}"
